(lat,lon),ris
(-68.91611795339519, 44.34459602181002),0
(120.72821018835606, -7.089167548541587),420
(-128.66888216541193, 50.81570408729748),69
(-176.29922084933324, 51.85830556144286),69
(-126.55263079922992, 50.333402369695875),420
(-74.1100289259175, 45.257707755128614),420
(149.18369257682767, 7.378899420222315),69
(132.53509991430408, -11.070353473849474),1337
(-74.47522910465925, -48.41071713980986),0
(-37.01665815137187, 65.70299183377345),1337
(-123.95743258486299, 46.46226466276076),420
(22.172099408013885, 65.45593118491998),69
(-178.41044320477386, -19.16095608585241),69
(73.36024430022569, 2.8993036793692673),1337
(72.89160498986459, 6.989308955733541),0
(73.36275978387016, 2.4084048745739564),69
(122.19230591832229, 30.305267242214956),0
(97.9042880487391, 10.437180106699207),69
(-6.359032765397102, 57.04155879796602),69
(11.237881503069504, 34.76839804685352),69
(20.98426335262134, 70.04632652854083),0
(12.81367619262031, 3.475594310828093),0
(178.74746110982633, -17.679521987571285),420
(162.75170457323216, -8.378217019831803),1337
(-68.98210162626538, 12.137846691002542),420
(68.47122205700232, -72.24205329413236),0
(20.420199927008323, 38.27448654271766),420
(-44.53113323265841, -2.9101023476295698),0
(21.797157350968348, -20.84268867346056),0
(121.93384788317628, 21.06660175985105),420
(127.76024409471313, 34.53024013162246),0
(42.76131859730778, 35.87445036288227),0
(8.16419207825929, 56.62351513599523),0
(-7.251028780030066, 57.4646774285965),420
(-74.75935929360965, -45.700745397161754),420
(101.25640980360771, 3.034509177715272),0
(-146.3739474536804, -16.11323511417187),0
(-113.99705011054672, 77.75024875482646),1337
(54.517254402562585, -15.890118980558796),1337
(-59.61156301304515, -51.37443786372596),69
(-72.53994661438438, -42.12923949555992),0
(10.917959373481184, 42.347468375221354),1337
(-3.793733962807326, 37.731804142303965),1337
(-147.42165654137068, -77.23109984456899),0
(67.09216890225218, 29.2945153869248),1337
(73.48091169623434, 4.179347252685849),420
(95.06638898655494, 5.68456523015656),1337
(1.1402925928549874, -70.3115616382513),69
(-57.34515926406752, 54.27620594631077),1337
(-128.9683077588467, 53.363495365504534),1337
(-80.16510886462079, 25.674164796353505),420
(73.38361178228408, 5.720477095695106),420
(-96.60729637084262, 28.236588259849338),1337
(73.16753914108747, -0.687062281088717),69
(134.19077218544794, -1.799352157905895),420
(-153.84141941787072, 57.51104798880477),69
(132.60633006344577, 33.97583695198224),69
(-88.10481034562964, 78.39520174209873),0
(18.727975918382207, 59.350029512385156),1337
(26.956616986973142, 78.68707210927487),0
(-166.12776057404395, 66.24083602191783),69
(-35.48372727136858, 66.22652309392078),420
(-81.4434034404365, 64.22572083709656),1337
(-39.779649185812936, 65.35376097394942),0
(-61.687535479999404, 12.145897488210876),69
(-7.3887981093296355, 57.471852498252986),1337
(-123.60066104859918, 49.016870862449615),420
(20.94740102933692, 38.6357426205559),420
(-61.63312518113835, 12.190927806370754),0
(166.60680125130267, -13.244643056826305),69
(88.85865570265939, 21.542341869862618),1337
(-134.7530301453068, 58.03734408174332),420
(-171.2002685069208, -9.340666009099905),420
(8.985505180050739, -0.6724768719204145),420
(-78.93002474657466, 8.432232909532573),1337
(179.36044717641292, -16.3281073510095),420
(18.04164697955153, 62.715419440251566),420
(-61.31042130535043, 16.2847379295821),1337
(24.717128472070474, 71.04273030777817),0
(131.74948759381718, -4.719646955443744),0
(-17.978594163363823, 66.54782830693622),0
(-16.449320092577302, -72.47795308668958),0
(130.81657341568607, -0.7784919675965091),1337
(-67.66984550528609, -67.34162321067218),69
(115.36751915491159, 10.238944310293068),69
(20.444619701383033, 60.04225983731002),1337
(95.99433018772338, 2.765280218091782),1337
(176.83173990031813, -2.6551089634206324),1337
(20.692838941902775, 70.1301584718848),0
(-84.59566264311167, 29.81391335536491),1337
(130.9482800337202, -7.52325738186118),0
(-21.41976671934585, 73.11303780742575),69
(-32.436262209405015, -3.873430807429284),0
(-90.31242369362728, 29.080211797296528),420
(48.1991503243881, -13.33633082082613),1337
(-72.43998149220369, 21.684261257583863),69
(-19.49073804929925, 78.21196505990159),69
(125.39637887588391, 2.8071440454992573),0
(-31.267572013273007, 39.42177212386132),1337
(-16.450095071397715, 20.5804301586119),0
(131.34257044222892, -4.119373675813485),69
(176.40933146194052, -1.3447253183933254),0
(20.900197154671364, 70.09507124282396),0
(14.808610723558166, 68.49858061878038),0
(23.46590913903313, 37.922466657926186),420
(-156.6442225448029, 20.564972831575044),69
(112.66608929656353, -5.80910047699288),0
(137.25361246461395, -3.1037940749027984),420
(16.645450886148083, 56.88244836250366),1337
(131.2699312008704, 1.0700953962229545),420
(73.02812505308302, 2.7401272560307395),1337
(73.39651181721925, 1.7986708720787676),69
(-76.0333854169691, 38.022339971537356),69
(102.89841366222024, 0.3070321098888632),0
(73.18900240390589, 6.828042121849361),420
(48.26656722688004, 29.87075505105822),420
(122.73647291520898, 39.22970959823329),69
(116.05444324907872, -3.478567123661205),69
(72.94568554827771, 4.431916520106387),1337
(93.38630175060528, 14.11032579272316),0
(-73.23863794223907, 71.43491863678095),1337
(-76.68695795276031, 57.07970354815618),69
(19.69995004518183, 69.86033031760913),0
(-78.44003341452577, 26.598383020244402),1337
(9.02944257239846, 63.5813239059838),0
(8.658937393666505, 54.51043210928375),1337
(40.48203716684185, 3.3675304969567943),0
(109.22981074945814, -1.218522005697966),0
(23.37572584085539, 58.56885395403594),1337
(-66.85749551607204, 9.118540512297768),0
(16.956787385005153, 68.81579758487278),0
(-71.2109949449982, 6.325869577079095),0
(155.45333328032743, -6.201561923117708),420
(134.33009017398658, 34.50316143416911),0
(48.04208510575285, 29.98869720257769),420
(142.21408049787863, -9.289611628754537),420
(115.35066654670169, -6.904290380417536),420
(102.87754563276263, -65.25689315515685),69
(-65.42853069417453, -54.85233996216263),69
(-76.60769727956657, 64.23713260475714),420
(-176.47698989346054, 0.19580471267004618),1337
(126.02429106991794, 34.61070004092814),69
(-73.65888431524087, 67.82378777725192),420
(122.98104382827033, 13.093382679091711),69
(10.815503638580468, 64.87488896469682),0
(134.8223485566112, -6.363927819186144),1337
(10.83168186983658, -70.02424298740247),420
(-133.5924359405628, 55.252150014984366),1337
(-146.23619223683875, -14.476847914878453),0
(19.69818239941072, 69.94978187083383),0
(-133.3566845458746, 55.516621503023956),420
(-73.25780406176905, -44.36212218173282),69
(-64.58284929136914, 18.356169704085662),420
(-48.870162303189744, -79.26220817857113),0
(14.950612111648168, 68.89385199260198),0
(17.844781817132173, 69.39030051655826),0
(73.12391229433297, -0.6615044798094574),1337
(25.676071029933656, 36.885247647341025),0
(-75.58199980854265, 20.109707808051162),420
(-109.4445529267897, 68.01445860022594),69
(134.65723239040068, 7.628886247254615),69
(120.52365979463286, -66.93875173105046),420
(-150.35516239786773, 59.437638217701725),420
(-169.64356302664442, -14.175065088614362),1337
(-152.52194684291, 58.20859836155015),420
(-72.5343548888912, -42.10337284990545),69
(-74.50785818808141, -52.34411328028263),0
(127.57104066010697, -0.6797635450286844),0
(-170.59368922448508, 52.68368780521589),0
(-15.991953446650324, 11.528240528581),0
(131.59410027365237, -2.6407442994530115),1337
(-117.2953701580474, -74.37013052346356),0
(18.744874789622063, 60.20343943644534),69
(-57.12520635537008, 53.66990131965484),1337
(-3.0788811474862205, 47.31939203432129),0
(73.34367882685527, 2.346877892361817),69
(177.39628085740608, -16.915520275141297),420
(104.5184594514822, 0.8810355224974025),69
(-36.71296283894703, -54.20708818349395),1337
(71.26560295738435, -6.371599002539115),1337
(72.9751630663257, 4.894492797008858),1337
(-146.24137437029955, -14.454398555749757),420
(72.92638316807515, 5.0338844554102975),420
(128.05415818361647, 26.632069656017467),69
(-55.081705694566786, 72.81605180271495),1337
(-60.674595326865976, -70.66194993803666),1337
(-54.8767457844521, 70.40406818926424),69
(7.2100519065986495, 4.472421585904189),0
(-140.94587847181327, -18.079877303533543),420
(-125.30813175906252, 50.15810222503975),0
(117.76047713474269, 3.867616243838845),0
(-73.84133894546618, -53.48366950967555),1337
(-91.4436182969015, -0.3356969180354912),1337
(119.25557699528125, 26.0338852096638),0
(26.099302514619833, 38.440329336154726),0
(73.39868424559947, 1.799779975253245),1337
(11.233055334775722, 34.746111278440075),0
(16.078364496499645, 43.023090186640395),0
(-119.23641845563911, -74.03945549008048),1337
(-108.18192760825106, 67.89421895363174),69
(-62.43725248842374, -62.90274354361663),420
(148.47828969963155, -20.012521356454066),69
(127.43365642775301, 0.7301604422386682),1337
(-73.23286924834258, -43.90183536465893),69
(73.3857885913288, 0.636839707696824),69
(125.68206102103005, 37.67717722771666),420
(166.0480870550418, -10.750136629148125),69
(93.45346103026833, 19.90770747972841),420
(156.52311999896042, -7.816532778388036),69
(102.56400866166834, 0.95622905856136),0
(18.520390456055303, 60.34364626740524),1337
(-50.6779496415129, 63.05672749379612),0
(-85.05698522195863, 77.49806316155149),1337
(125.10757423315808, 34.08075648227912),69
(166.14141295923167, -50.885116462906005),420
(22.415019181466914, 59.85828361620828),1337
(93.72170418567556, 18.686464489351916),1337
(130.26707415139595, -1.7756903752803475),420
(-64.6238500925377, -54.83454500155571),1337
(-116.66091131138549, 70.55343577910969),69
(121.73151057064211, 31.350057418012433),0
(14.501328817279578, 35.86744507609262),1337
(-151.45982959941068, -16.77831236092686),1337
(179.97206821583396, -16.94233549425835),1337
(-88.86497240971859, 17.368301444683194),69
(11.641163894978382, 65.09496958655296),0
(16.610451620487577, 56.830402960623964),1337
(106.77917663548229, 10.521273485683189),1337
(73.35572427686533, 2.4323730826435335),69
(167.95675040210196, -16.27624055782835),0
(167.48117237249727, -22.599899916292888),69
(-82.75213720870241, 21.88386238162622),0
(-81.10772353049835, 54.34303997557867),69
(-74.66159294344727, -50.527676002114745),69
(22.33703931313513, 60.32929234747689),1337
(-74.55658514779945, 78.7503425199945),1337
(-132.70163330445723, 56.63582736665003),1337
(-3.020644334935233, -70.70750581030393),0
(93.38531449844176, 14.1284664821949),0
(-47.123214252910614, 60.90525818678347),0
(-111.2683537514903, 26.131785889947125),1337
(55.879672608194106, -4.326302912266135),420
(-76.48425879531024, 24.227220264933443),0
(-65.77114327855026, -65.98046118055485),69
(-101.67143300898557, 77.72482286426595),69
(-48.261240918169506, 61.07706296479839),420
(50.60860168948564, 40.33272813213479),420
(99.67065980063703, -2.183826271391245),420
(163.65582917588145, -74.89469726165899),69
(-61.71848817379175, 12.147136767912295),69
(-73.34724781891197, 71.51018410032448),69
(-163.15595882475418, 55.41278775365651),420
(111.19575599696283, 15.779756907486187),420
(-88.0703263187747, 17.63373905281842),1337
(-104.86754616252236, 73.20898945202346),69
(-74.04236089288364, -45.43177816997111),0
(-73.92497701285247, -45.38370773917579),0
(55.402746972330654, -4.677875146627031),420
(177.21583650343007, -17.106695938860902),0
(73.38295568618423, 5.785966279906645),420
(-74.06361371966175, -51.76398581666758),420
(-2.7485649875536344, -70.94698617793578),420
(-18.385777663068307, 66.010364008962),420
(-83.05367770036851, 12.154892081893),69
(71.26183679659083, -6.388090977535093),0
(-65.99874877546327, 44.051179548566026),69
(-153.9934943944429, 56.54787948523112),420
(115.48038829814585, -8.737853567959705),69
(122.29051524791774, 12.505935835402903),69
(25.616052710274474, 60.21736646083229),0
(101.51792433831011, 1.8349353730987925),1337
(19.34188280415707, 69.82269672565495),0
(73.38410176932808, 0.638889456377432),0
(154.3904211438905, -21.029530354687175),0
(-109.5636176409343, 78.58660191168126),420
(129.8993025985836, -1.1879587602640402),0
(-74.31237884053517, -48.36821062837006),420
(-93.06185749113342, 61.862403330601474),0
(-12.694597980709004, -72.1838450738729),1337
(13.112253670420301, 54.597773134864994),0
(-2.6280536788033495, 49.45503983130185),69
(68.7984706415174, -48.604695417573794),1337
(-91.6865664067348, 18.728196881844042),69
(55.729361637452826, -4.287813279780423),0
(49.60760019098535, 27.33436430583595),420
(-170.16953270957833, 52.7366032483747),1337
(-131.48134501904738, 55.04444812234096),420
(-157.22653143291095, 21.20455689583053),69
(122.33045087114441, 30.45110666389206),69
(-146.84903738387214, -76.62131468202402),1337
(-87.76054165127925, 13.231504110153757),1337
(-166.40227990579567, 66.16682301159871),69
(55.50407362073088, -4.622323666470262),420
(64.15102080713265, 34.40773847064599),0
(5.552833928856436, 60.04360834414895),0
(-70.21723799681126, -79.46944521151525),420
(104.28892913333021, 0.7199401660519291),1337
(4.956009271918097, 61.82485822452538),0
(73.36735851546295, 1.7894084454373913),420
(55.241796638776414, -4.458866515726561),69
(12.578118785890736, 55.641752353542245),0
(-16.78205835764272, 28.19754200832101),0
(-74.47798812318703, -51.06494802230154),0
(-74.04020381930752, -45.447219338259956),420
(152.46431689980284, -4.137248856285182),69
(73.49215554959989, 0.5014931641458843),420
(26.548521806079915, 37.335616520108886),420
(19.97466640819042, 39.438499128762665),1337
(-140.0598043131761, -9.408569403927224),69
(21.312193051975044, 80.67937137784978),0
(103.25970759908871, 0.6259378377550265),1337
(23.265760832821165, 57.80791477773328),1337
(-57.30492205885975, 54.280242360037114),1337
(18.76499122451308, 69.92968137446628),0
(-136.63792199238858, -21.333823503926222),1337
(72.98267783928249, 0.3040066109196019),1337
(128.3759333982874, -1.0321681530931957),420
(-26.361402157871606, -58.43882480875411),0
(-74.39258615705457, -51.157754824418525),1337
(20.87803206328212, 70.11245737842083),0
(-106.23960751712994, 21.323848476542405),420
(-68.8601569802443, 48.404040739426),69
(-132.82121823255463, -74.46299385597365),69
(126.14925972049821, 34.762538422711145),420
(-152.04804730295174, 58.92855748675089),69
(121.60029102711762, -0.1809740502779092),1337
(-151.75660222295622, -16.482031928022064),0
(122.13258690846078, 14.815884415079148),69
(132.52875557547804, -11.669135641088186),1337
(-157.3346056357651, -20.161276043748124),0
(5.09415914831753, 61.86420939581856),0
(-19.462406377590288, 78.2501032048794),1337
(32.98752676192853, 31.07934496504881),0
(-61.45193939911408, 12.494177376405736),69
(120.74507921037967, 37.91886605108715),0
(24.179948700174307, 35.299255567695525),69
(12.867915835349905, 66.42764295902657),0
(-119.51365926698205, 33.272302972783876),69
(-81.71147722595724, 12.520402718537092),1337
(-68.60937329737537, 44.03068391638463),0
(54.2926423397271, 24.357700179359156),0
(-41.88396775036737, 62.828781584965526),0
(18.868727354438967, 59.39369309725399),420
(-45.80139989374373, 60.65594300109928),0
(-89.3278901575382, -0.7725799051482717),420
(-91.6106779034886, 62.646160081900156),1337
(140.0443305532604, 31.443535472527515),69
(12.398229905757809, 65.36646524453431),0
(142.63236639804725, -9.413102462596974),420
(-64.67984411815074, 60.36461929941603),0
(100.70262476586716, -65.48988465129403),420
(-55.52789539557458, 50.76826535374223),1337
(-88.58932708815311, 30.227877218877882),420
(-73.190046151128, -43.97278489731483),0
(-67.99354004940486, -55.04038746366611),420
(-88.70120626966843, 30.25174745952771),1337
(128.4900602922576, -3.6070513449832884),1337
(40.347201288542145, -22.354574621493356),69
(126.32922549101141, 37.71384072716288),0
(122.5599945642769, 39.27692008407833),69
(-41.387978729133685, 63.1095427418927),0
(127.7170006815606, 34.533778227428265),1337
(-152.22488712282984, 58.949887008102024),0
(72.7721223111239, 11.203281721565249),0
(18.14517022441266, 58.991137513563146),0
(7.828901777165063, 63.41134758786603),0
(-67.6876635282912, 12.066818229492544),69
(104.63419807844696, 0.8255289647487805),420
(19.07646732307586, 57.91156995006408),69
(119.74293518507484, -8.659122391295316),0
(-16.37163504182272, 19.73662403457864),1337
(-162.63197650185595, 70.06198375238469),0
(146.2300192977312, -41.46944137860767),1337
(19.43327620589181, 69.90717124613235),0
(154.14242083597748, -4.386085685304923),420
(9.802275668148367, 43.04172684638401),0
(73.3691341698762, 1.788599038314827),0
(172.5483551868698, 52.92706995820456),0
(-17.84146069250609, 77.717171967953),69
(148.96968430469545, -20.073980490867562),420
(-73.37482800198346, -52.729731462206416),1337
(73.61132701605119, 4.362499853540958),1337
(-123.4525369460401, 46.24035850122236),0
(168.76604958592227, 4.624206372855795),0
(134.66870598966378, -6.50342290109513),0
(-62.69596459240286, 17.318415106201876),420
(56.26021520099124, 25.65853624523015),0
(-19.114141317878598, 78.3160535801689),1337
(84.20178163614831, 29.504803535096286),0
(9.423805166690764, 56.46257347644964),69
(-82.12495563811278, 24.59116027029218),69
(-7.057930185224753, 62.074019163454416),1337
(-79.53210295481823, 23.50578068346833),69
(3.444151300441439, -54.41602716743056),0
(-125.95045173792346, 71.96917644605422),0
(-95.70198882016403, 74.62504807151453),69
(7.414297635556295, 43.7598590899116),420
(121.75864478076717, 31.367247591620522),420
(-81.86838298185253, 21.649394239492402),420
(-97.81163064830396, 22.727782829504083),420
(103.47052450633959, 0.9020862705523491),1337
(73.06620266084602, 6.668082670040602),420
(112.74945242827296, 21.691179568132117),0
(-61.1464311114672, 56.62811048179893),1337
(-108.10252167168898, 67.60036558557037),420
(73.01015533914386, 2.949220968019712),1337
(-75.01358713359153, 18.402644490945143),0
(130.6825228776866, -0.8673866807968141),420
(-74.03012553364591, -45.33985462834713),0
(126.2440060812271, 34.91570733518845),420
(12.35922287331833, 45.40580279273857),420
(7.405059890034365, 4.47002457702048),420
(-89.28188444447503, 30.10570550396863),420
(39.86313888868908, -16.34736558418555),1337
(-87.64838167469799, 13.260639044574747),69
(8.517071214734752, 63.21890684753082),0
(-79.5656642461958, 8.784558499653741),0
(-179.88883021637946, -16.8652582920363),69
(-122.6817339104301, 48.70817572988718),420
(22.936830724283272, 60.10262733006724),1337
(-176.4816296484294, 0.19668661188723036),0
(-73.72431858788363, -43.964833263531155),69
(-75.22450618305146, -49.01868019698529),420
(88.85731198288715, 21.593645318472056),69
(73.00611947646581, 11.483774525931494),69
(117.77956010304824, 4.1373667631354545),420
(-9.681580102606878, 53.1168219255346),0
(72.83170848207551, 3.503907146208328),69
(-74.581288586327, -50.405560398543415),1337
(128.14940543298647, -15.138371003058428),1337
(-57.31997780571155, 54.26622360934059),69
(130.25707856288437, 32.27680356808549),1337
(73.51102094890625, 0.38480693878888017),1337
(-62.050931633997244, -64.53894499951767),0
(-71.50645079733077, 17.587166625878204),1337
(-57.20451877161044, 50.82973139641342),69
(-158.00027164456733, -8.951284309210669),0
(121.8950285434737, -5.211728456563664),0
(73.50210751220169, 1.8332649339994476),69
(-82.77450695859643, 14.379934289275033),0
(4.2426054622795, 39.93855168670295),69
(124.4704442259334, 11.499767544209037),69
(-156.54230984982362, 20.95197198189252),0
(-21.30206474084505, 73.12469983271002),1337
(-160.96666480752597, -10.39756348197836),1337
(11.281953908235534, 64.56379571158521),0
(-171.15270755002243, 63.61033683278426),1337
(-54.18197789848691, 47.36514655048375),1337
(73.00860688943548, 2.953091600176348),0
(-87.75503932030314, 13.234483750301695),69
(147.09006269946457, -5.281138954265993),420
(-90.0004576445813, 29.234999325844882),1337
(93.86601242728896, 12.267724691324428),420
(179.8430444998689, -18.600787557928378),0
(11.53872660546178, 65.05872447098383),0
(104.38218773509773, 21.074662010173384),1337
(73.24502608865258, 1.8911125873519374),69
(167.92516999881823, -47.153239354846406),69
(-136.64893924293847, -21.32520129566778),420
(-46.176713863467796, 60.66447704442208),0
(123.09231147175394, -8.340850898622161),0
(-91.40656953816033, -0.35783113914117115),0
(121.24330632557816, 19.083777946997632),420
(122.56751363886106, 11.18137699126122),0
(131.27311840036873, -7.35438752263602),420
(167.5348488162668, -13.84463357071333),69
(131.61755659972812, -6.71384957419937),69
(73.49699509355179, 5.245292147531129),69
(120.3889728293079, 1.0825523282951215),420
(-165.98216441589483, 62.062246420776084),1337
(-44.02449481439081, 59.83310017527075),69
(-2.6134123095671487, 59.12657678594079),420
(117.09249624979763, 23.453848381444654),69
(-133.3359302810045, 56.65842998106305),420
(55.64826639632106, -4.3531146169747315),69
(-50.844719534543515, -0.7005689141143309),69
(-98.29753054803827, -72.3240621740913),420
(-77.3416009549427, 55.5789162665158),0
(73.21242000795849, 6.289152799319215),420
(168.69596345328316, 7.3211559157063455),1337
(8.672999334547685, 54.505571126091816),69
(137.3664032952933, -34.477210045175006),0
(-160.33284631661172, 55.275458399461634),0
(129.1352060005268, -6.970684283289019),1337
(90.43225817508795, 21.954621455818376),1337
(-79.98112088048863, 59.8575690394967),0
(32.81383281385029, 80.19170309416849),0
(25.54242153296819, 37.08171645541457),1337
(22.212408903166683, 63.280469071924635),69
(-77.9889354986337, 24.22754991674481),69
(37.003778788875, 25.436725976646393),420
(107.99960964714539, 4.7121292964192225),420
(-164.70513824937683, 23.5744383662559),1337
(123.39866512182205, -10.270793615265168),1337
(125.07602170696428, 8.347279361957975),1337
(158.3243465670716, 6.87255989889528),69
(158.22846435117597, -7.450102243860903),1337
(22.415477334192968, 60.06693099047857),69
(-78.14155069745168, 2.5263032052299015),69
(-74.54732642151303, -51.0981900271058),420
(166.80465380601987, -11.593644476415212),0
(73.50807886931027, 0.38264267725811196),69
(122.08126378718269, -0.28529463199419774),0
(166.67674200635423, -13.426054275746871),420
(-61.49924151396815, -64.38053682558952),420
(112.33702631208517, 16.927195076039535),0
(-16.405836677941494, 19.699267428609307),420
(-81.15980945306003, 31.587055571618713),1337
(8.37767511766066, 39.019717196949614),0
(17.49370948817379, 44.04901363255495),0
(12.426786057744819, 66.0805931313425),0
(-165.64145391558176, 66.37932848220417),0
(-67.2992138618443, -55.85150434812561),1337
(-85.04790305174268, 66.06361463867499),420
(-173.07459173204842, 60.65612004982588),0
(-79.25409302046978, 25.759145758043363),1337
(-105.46425809927352, -26.457128013775478),1337
(16.751994531737527, 56.92960764613721),420
(129.24608077243096, 28.170899125309635),0
(144.92015451106303, 20.529300112788455),0
(-83.72205754803407, 11.947406634087837),420
(128.23812301531794, 27.854189252937218),0
(32.97336263308705, 46.03271541768333),420
(-76.63706826426849, 56.60257407278249),0
(-73.75830623599076, -45.86080930580206),0
(-125.03896925839916, 50.10268571577208),69
(150.23863074084625, -9.3426738036969),69
(-73.94668729517102, -51.87670686885242),1337
(-34.883660828133316, -7.79915882616036),1337
(10.7979601210904, 64.86659427752889),0
(126.58199479057635, 34.20802941793229),69
(99.78436200462514, -2.269727879123873),420
(119.77994349438875, 5.060675624583921),0
(-5.658392886371614, 56.22914654960126),69
(-66.1779437158332, 11.81708642170114),0
(22.16630206899305, 65.46280249981488),1337
(-108.13835110301346, 67.42021791670491),420
(55.403287124048845, -4.672656504100307),420
(106.8661001999826, 20.814738052165943),0
(-155.78544441527993, 19.720383182562728),420
(99.96293793785304, 9.519401870079083),69
(53.029887546215804, 39.05470653937814),1337
(-74.22014997412053, 22.77933960766001),1337
(-47.204866124591135, 60.82080161554306),1337
(-146.61073682949382, 60.37683463718916),69
(-152.44354296495575, 57.94563596231019),69
(-115.59743087950773, 28.312267337607004),69
(36.83514373870475, 25.557541826859616),0
(127.809431652975, 26.730262887861418),420
(17.028391614485304, 42.97106830477219),69
(-82.67976240269795, 28.771982165914054),69
(-74.85557927920144, 23.698918684860725),69
(-88.491194580242, 30.21897834901631),420
(21.34125015401683, 60.3577432379792),69
(123.73299474114425, -5.489652189446866),0
(19.955727518646736, 70.01117631768294),0
(120.69720284952137, -7.1273391831557396),69
(-70.55739664240161, -72.25271490817741),1337
(-110.99798703808392, 18.83935217932497),69
(-78.37235615848158, 26.606302839186846),420
(-8.285866715947373, 71.0192440611835),0
(-41.49961846424157, 62.96355268964847),1337
(8.703836716991107, 3.5974953728424226),420
(111.19597908118054, 15.784855268881104),420
(-59.570192132267465, -52.10886679705029),420
(169.1644529808165, -52.5704955121104),0
(-149.45151745587594, -17.63930230966808),420
(122.31960540980724, -3.534357286521719),1337
(-121.54511122134298, -74.24017350365054),1337
(102.34974253224382, 1.3322100946032618),0
(132.74801731902394, 34.19046848506052),0
(-87.7189334593689, 13.168081285046663),420
(93.39322289360037, 14.10568376997229),1337
(-116.74739813605088, 70.50528828517207),420
(-79.94782555036456, 22.956402365631078),69
(41.85329485544014, 16.756810783935613),420
(112.72876216218188, 16.66372712927225),420
(106.78617500368262, 20.923489029315895),0
(-179.98893800546065, -16.15859403577063),420
(-128.39994639006937, 52.70290905573518),0
(72.9258887077137, 6.954191049022),69
(-165.78473945810285, 54.11590760628128),1337
(102.29084339779635, 12.125628340244964),0
(5.245802971201609, 59.80026602446901),0
(-166.34748484596096, 66.18317858501041),0
(103.75179980010971, 1.4099729414660886),0
(171.1531883565756, 7.104405910103501),69
(97.65751775048044, 11.866543836369317),69
(16.01292536031012, -25.7972694791235),420
(73.21672372706794, 6.171282651626187),420
(162.64167285491527, -75.65809565542229),0
(-55.66631537456799, 49.59115972461432),69
(36.71450072795671, 31.230007764705572),69
(-162.0826347435672, 5.879319123344968),1337
(49.56628031999493, 27.332193228294866),0
(-26.6269352382681, -59.00751041965483),0
(121.71604212744576, -8.28994842893782),1337
(-156.80007867043702, 56.17146972907689),69
(-68.92778390201097, 44.11791836677335),420
(165.28537165372606, 11.703315306794764),69
(8.46897176942062, 63.69208240238465),0
(24.55310172005041, 38.78660685929741),0
(-40.79752296060821, 63.642563849940906),69
(126.20259890645471, 38.15121386780784),0
(55.36961701196774, -4.665334178388439),69
(26.89500567395344, 4.968815939967783),0
(-65.56288273219798, 18.10409381135443),0
(-29.90372671768141, 68.15352935760437),1337
(122.9098529353421, -1.4567920831045984),420
(127.32391124755753, 0.8048277274446427),69
(161.9465485621056, -9.745746422689862),420
(-73.93117077824085, -44.4236789580908),420
(-55.57503283647621, 50.76404488417871),1337
(-73.19836238403713, -43.98548301117433),0
(127.48504076246688, -1.5010664379988519),1337
(39.7287425190622, -8.04203287736206),0
(-148.15741364146527, 60.73815877460129),69
(-44.89289690324429, -1.2981204371697888),420
(71.26279640557948, -6.3835467986501255),69
(93.64964924159202, 18.753639208656054),1337
(-74.48731591236019, 62.672625529549016),0
(-146.06264251915871, 60.53454440020151),0
(88.11012788797252, 21.65487285957366),420
(126.26539715798951, 34.48648191487507),1337
(170.84266558967235, 8.894980508590763),0
(73.39967518282819, 5.355890846696598),1337
(-41.44342330893117, 63.08916334853674),1337
(18.68542859330752, 59.18524535801182),420
(24.04958904430799, 39.32849837487738),69
(136.46757971238935, -1.8210502213171003),69
(11.56710545404761, 56.69125061742041),0
(-100.13701725852272, 69.05029280547454),420
(73.24204383050872, 6.231611510723229),69
(163.35035565605224, -70.36638734593224),69
(134.36571348017017, 7.235242996354825),420
(-47.009461943144764, 60.77513225331389),420
(159.2241473528429, -9.048012693557146),69
(-152.41877842113914, 58.59733555921316),0
(133.5324733596131, -4.2211758521371525),1337
(-176.1346803884051, 51.86631703796893),1337
(137.08486578664275, 36.11020133638499),420
(-128.17843853234496, 51.8708965409233),1337
(107.31289983636465, -6.940306770729661),1337
(-74.04899356999991, -73.28146520550779),1337
(6.736894121257981, 53.60368797015903),69
(-83.56975809288723, 21.95986528283651),1337
(-128.75175669081895, 53.0885956748602),69
(-13.56061486863822, 12.361322909499396),1337
(144.89949612980217, -40.64307240141965),1337
(109.12200688090819, 21.060078006494834),0
(-136.64419357912323, -21.323256742483466),1337
(123.83348820568287, -1.98389039093536),1337
(8.360353820933932, 39.07232540245245),69
(-60.87963617568285, 9.050502547351062),420
(5.769628085688939, 62.24997828210095),0
(7.924660014413499, 54.189276215297255),69
(20.908248718189178, 70.09136256982201),0
(-128.48263783595732, 51.93326024759042),1337
(-6.922076024469783, 56.49290925517657),1337
(98.30580491959785, 9.10522796213774),69
(-52.56305564744319, 68.68927335989646),1337
(139.8257460748609, 33.10985035361775),69
(45.83182254418359, 40.00806837236616),69
(4.157777225572863, 39.866469699734196),0
(-44.44221655919008, 60.04304973902672),420
(12.848468854203018, 66.00465646408631),0
(14.63530529058533, 44.320073448056554),420
(154.1435455807033, -4.396027645163718),0
(-61.434202539076615, 12.597774095633905),420
(23.942203544120137, 70.69294365004122),0
(-133.65734038667577, 55.4888112844575),0
(131.7897946820763, 2.9548858694075264),420
(-36.69330874701242, 65.92156708672172),1337
